frame_number,timestamp,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility
10,0.3333128612716763,0.6264899373054504,0.18067677319049835,-0.4901959002017975,0.9999551773071289,0.44918733835220337,0.19048616290092468,-0.03251172602176666,0.9997509121894836,0.6053972840309143,0.290641725063324,-0.7590168714523315,0.987261176109314,0.4370843172073364,0.29063621163368225,-0.2517378628253937,0.8079666495323181,0.5211911797523499,0.20246830582618713,-0.9942556619644165,0.9857808947563171,0.4282984435558319,0.2064286172389984,-0.8360731601715088,0.9534348845481873,0.5967837572097778,0.39291542768478394,-0.1544886976480484,0.9998822808265686,0.4891267418861389,0.38429346680641174,0.1545446366071701,0.9997430443763733,0.6437810659408569,0.5095010995864868,-0.0167352594435215,0.9984363317489624,0.37665608525276184,0.4587189257144928,0.4539668560028076,0.9623561501502991,0.744069516658783,0.6196364760398865,0.20884549617767334,0.997535765171051,0.40051159262657166,0.5419939160346985,1.0267460346221924,0.9108162522315979
11,0.36664414739884393,0.6060444712638855,0.18073657155036926,-0.4837356209754944,0.9999477863311768,0.43859177827835083,0.19145692884922028,-0.013726981356739998,0.9997310042381287,0.5890879034996033,0.2904947102069855,-0.7513058185577393,0.9862943291664124,0.43103787302970886,0.2908024191856384,-0.23305638134479523,0.7805453538894653,0.5009208917617798,0.20366361737251282,-0.9545735716819763,0.9828380942344666,0.4152211546897888,0.2065947949886322,-0.845096230506897,0.9455307126045227,0.5875456929206848,0.3928181529045105,-0.16808663308620453,0.9998787641525269,0.4823562502861023,0.38269278407096863,0.16811540722846985,0.9997357130050659,0.6386784911155701,0.5075051188468933,-0.04797264561057091,0.9985306262969971,0.3739091157913208,0.4589166045188904,0.5021776556968689,0.9653437733650208,0.7435897588729858,0.6188169121742249,0.17275896668434143,0.9977262020111084,0.36761564016342163,0.5470203757286072,1.051184058189392,0.9189621210098267
12,0.39997543352601156,0.5897303223609924,0.1810716688632965,-0.49542176723480225,0.999943196773529,0.41507065296173096,0.19179889559745789,-0.03128180652856827,0.9997245669364929,0.5759667158126831,0.2920423150062561,-0.7469375729560852,0.9851917624473572,0.41095170378685,0.29089707136154175,-0.24143916368484497,0.7685466408729553,0.49118563532829285,0.20706459879875183,-0.9316591024398804,0.979881227016449,0.3997211754322052,0.20586466789245605,-0.8350277543067932,0.9428650140762329,0.5746696591377258,0.392747163772583,-0.16479305922985077,0.9998761415481567,0.4676506519317627,0.38217395544052124,0.1648387312889099,0.9997192025184631,0.6354202032089233,0.5069141983985901,-0.05570746585726738,0.9986215829849243,0.37063199281692505,0.46185845136642456,0.6318721175193787,0.9677850604057312,0.7412405014038086,0.6178342700004578,0.17370353639125824,0.9978967308998108,0.35508039593696594,0.5512694120407104,1.2241322994232178,0.9260356426239014
13,0.4333067196531792,0.5703747868537903,0.18211713433265686,-0.5023142695426941,0.9999411106109619,0.3912690579891205,0.1946638524532318,-0.04222686588764191,0.9997063279151917,0.5650889873504639,0.2940322756767273,-0.7121389508247375,0.9840108156204224,0.3925461769104004,0.29289746284484863,-0.23479872941970825,0.7549764513969421,0.4737442433834076,0.209723562002182,-0.8468521237373352,0.9770025610923767,0.3864103853702545,0.2057621031999588,-0.774943470954895,0.9389377236366272,0.5615708827972412,0.39240121841430664,-0.16209590435028076,0.9998777508735657,0.4506658911705017,0.3834495544433594,0.16216200590133667,0.9997079372406006,0.6288214921951294,0.5061309337615967,-0.04116067290306091,0.9987223744392395,0.366702139377594,0.46217575669288635,0.7092851400375366,0.969824492931366,0.7375369668006897,0.6159566640853882,0.19386868178844452,0.9980630278587341,0.3506193459033966,0.5546582341194153,1.341433048248291,0.9323499798774719
14,0.4666380057803468,0.5531307458877563,0.1863745152950287,-0.5066803097724915,0.9999411702156067,0.38275617361068726,0.1998617798089981,-0.026825953274965286,0.999700129032135,0.5479499101638794,0.2959454655647278,-0.7067621350288391,0.9830856919288635,0.3774309754371643,0.29555362462997437,-0.190551295876503,0.7410868406295776,0.4558391273021698,0.21562843024730682,-0.8305029273033142,0.9742085337638855,0.3653194010257721,0.20703478157520294,-0.722001314163208,0.9344354271888733,0.5444256663322449,0.3936136066913605,-0.16810312867164612,0.999882161617279,0.4346909821033478,0.38855254650115967,0.16813500225543976,0.999702513217926,0.6237934827804565,0.5061497688293457,-0.04905883967876434,0.998816728591919,0.35537272691726685,0.46367841958999634,0.7660998702049255,0.9717223048210144,0.7360930442810059,0.615200400352478,0.17355234920978546,0.9982261061668396,0.35104477405548096,0.5557368993759155,1.4340487718582153,0.9381696581840515
15,0.49996929190751443,0.5399817228317261,0.192176952958107,-0.5027696490287781,0.999940037727356,0.36544176936149597,0.20410370826721191,-0.03006444312632084,0.9996991753578186,0.5367587804794312,0.30075186491012573,-0.6829410195350647,0.9824493527412415,0.3588593900203705,0.3017539381980896,-0.20640356838703156,0.7297282814979553,0.44425103068351746,0.2240917980670929,-0.8382297158241272,0.9727815985679626,0.35367918014526367,0.21203958988189697,-0.7370444536209106,0.9320816993713379,0.5306070446968079,0.3967219293117523,-0.16353094577789307,0.9998785853385925,0.4219469726085663,0.3928651213645935,0.16356611251831055,0.99968421459198,0.6118409633636475,0.5063914060592651,-0.05159658193588257,0.9988938570022583,0.3374688923358917,0.4661336839199066,0.6246135830879211,0.9736706614494324,0.7343769669532776,0.6142482161521912,0.16882164776325226,0.9983623027801514,0.34937500953674316,0.5564182996749878,1.226819396018982,0.9435344338417053
16,0.533300578034682,0.5215833187103271,0.1972075253725052,-0.4697815477848053,0.9999317526817322,0.3521001935005188,0.2122829258441925,-0.0015162955969572067,0.9996901750564575,0.5242443680763245,0.30352136492729187,-0.6788540482521057,0.9820387363433838,0.34442582726478577,0.3080647587776184,-0.19746223092079163,0.7109882235527039,0.42655372619628906,0.22977714240550995,-0.8224928379058838,0.9720897078514099,0.333577424287796,0.2176758497953415,-0.7523859739303589,0.9277462363243103,0.5188795924186707,0.4008691906929016,-0.16309671103954315,0.9998410940170288,0.41193804144859314,0.39808782935142517,0.16315589845180511,0.9996585845947266,0.5996371507644653,0.5081704258918762,-0.044327594339847565,0.9989322423934937,0.3181007504463196,0.46662092208862305,0.2799241542816162,0.9758985042572021,0.7330414652824402,0.6143048405647278,0.18134106695652008,0.9984614253044128,0.3525615334510803,0.556216299533844,0.7567800879478455,0.9486382007598877
17,0.5666318641618496,0.5101274847984314,0.20307287573814392,-0.46004989743232727,0.9999271035194397,0.34271588921546936,0.2162938117980957,0.014986514113843441,0.9996964931488037,0.5180485844612122,0.3078179955482483,-0.6650258302688599,0.981715202331543,0.3350691795349121,0.31141605973243713,-0.1619528979063034,0.6869283318519592,0.41375914216041565,0.2389485388994217,-0.7758924961090088,0.9709194898605347,0.3152604401111603,0.22340622544288635,-0.7096785306930542,0.9197112321853638,0.5076678991317749,0.4034341871738434,-0.16288450360298157,0.9998081922531128,0.40284478664398193,0.3999449908733368,0.162933349609375,0.9996548891067505,0.5916980504989624,0.5092853307723999,-0.04062112048268318,0.99897301197052,0.3029150068759918,0.46861371397972107,0.16246916353702545,0.9780570864677429,0.7312721014022827,0.6134155988693237,0.1871803104877472,0.9985551834106445,0.35421866178512573,0.5566424131393433,0.58989018201828,0.953394889831543
18,0.5999631502890174,0.496416300535202,0.20724666118621826,-0.4560644030570984,0.9999260902404785,0.327158659696579,0.2184017151594162,0.009644308127462864,0.9997095465660095,0.509013295173645,0.3100823760032654,-0.6741997003555298,0.981935977935791,0.31823915243148804,0.315236896276474,-0.15459352731704712,0.6767688989639282,0.4020170569419861,0.24378898739814758,-0.816973865032196,0.971004843711853,0.29954761266708374,0.2297215759754181,-0.677528440952301,0.9163390398025513,0.500534176826477,0.40503039956092834,-0.15825805068016052,0.9997798800468445,0.3986889719963074,0.4012589454650879,0.15828825533390045,0.9996609687805176,0.5881332159042358,0.5096167922019958,-0.03625592589378357,0.9990136027336121,0.29309648275375366,0.4689715802669525,0.0341791957616806,0.9800547957420349,0.7285674810409546,0.6125567555427551,0.20008233189582825,0.998633623123169,0.3548356592655182,0.5564827919006348,0.43872007727622986,0.9577217102050781
19,0.633294436416185,0.48404374718666077,0.20975163578987122,-0.4372841715812683,0.9999254941940308,0.32187971472740173,0.22117438912391663,0.026042761281132698,0.9997206926345825,0.49906641244888306,0.31102341413497925,-0.6515681147575378,0.9823870062828064,0.3130137622356415,0.31727901101112366,-0.11432714760303497,0.6649097204208374,0.38785141706466675,0.24679310619831085,-0.7694457173347473,0.9716446995735168,0.2838568091392517,0.2357790768146515,-0.6219006776809692,0.9131483435630798,0.49994897842407227,0.40546131134033203,-0.14843516051769257,0.9997469782829285,0.3991136848926544,0.40157073736190796,0.1484862118959427,0.9996649026870728,0.5849440693855286,0.5099179148674011,-0.03557664155960083,0.9990594387054443,0.28915461897850037,0.46905335783958435,-0.06167953461408615,0.981910228729248,0.7267118692398071,0.6114317774772644,0.2010391652584076,0.9987088441848755,0.35540133714675903,0.5563842058181763,0.3162212371826172,0.9616888165473938
20,0.6666257225433526,0.47734755277633667,0.21399123966693878,-0.43647491931915283,0.9999263882637024,0.3180726170539856,0.22273626923561096,0.032139167189598083,0.9997178316116333,0.4818110167980194,0.31506896018981934,-0.5900725722312927,0.9829967021942139,0.31168314814567566,0.31880563497543335,-0.13184335827827454,0.645140528678894,0.3749677538871765,0.24871046841144562,-0.6057897210121155,0.9724636673927307,0.279972642660141,0.24029132723808289,-0.6553927659988403,0.9036626815795898,0.496291846036911,0.4059736132621765,-0.14623789489269257,0.9997224807739258,0.3959609568119049,0.4019700884819031,0.1463514268398285,0.9996549487113953,0.5850629806518555,0.5100226998329163,-0.049276504665613174,0.9991140961647034,0.2878986895084381,0.4711265563964844,0.08114729821681976,0.9835095405578613,0.7259368896484375,0.6109830141067505,0.15730497241020203,0.9987879991531372,0.3552897870540619,0.5563395619392395,0.49125292897224426,0.9652039408683777
21,0.6999570086705202,0.4685806632041931,0.21550171077251434,-0.4418071210384369,0.9999218583106995,0.3104715645313263,0.2245023250579834,0.02304338663816452,0.9997031092643738,0.4740126430988312,0.31661874055862427,-0.5874826908111572,0.9830725789070129,0.303763747215271,0.32121366262435913,-0.15293237566947937,0.6286867260932922,0.36871960759162903,0.2504044473171234,-0.589998722076416,0.9723750948905945,0.2747386395931244,0.24464134871959686,-0.6725813150405884,0.8966038227081299,0.4934847950935364,0.4063214361667633,-0.1463802307844162,0.9996959567070007,0.39256155490875244,0.40275102853775024,0.14649729430675507,0.9996252655982971,0.5831135511398315,0.5100288391113281,-0.07524498552083969,0.9991578459739685,0.2852514982223511,0.47344526648521423,0.19384536147117615,0.9847726821899414,0.7251068353652954,0.6105163097381592,0.11386213451623917,0.9988572001457214,0.3544420897960663,0.5562039017677307,0.5605488419532776,0.9681779742240906
22,0.7332882947976879,0.4653606414794922,0.21825966238975525,-0.4797443449497223,0.9999197125434875,0.30788981914520264,0.22502775490283966,0.01949283853173256,0.9996692538261414,0.4603722095489502,0.3185972571372986,-0.6147575974464417,0.9834603071212769,0.30034124851226807,0.3211318850517273,-0.15955118834972382,0.6148305535316467,0.35725757479667664,0.24820609390735626,-0.6274328231811523,0.9731820225715637,0.2653234601020813,0.24592225253582,-0.6999148726463318,0.8909258842468262,0.49013862013816833,0.4058021605014801,-0.15045005083084106,0.9996984601020813,0.38995328545570374,0.40229886770248413,0.1505528837442398,0.999602735042572,0.5818260908126831,0.5100017786026001,-0.09200015664100647,0.9992057681083679,0.28519245982170105,0.4750210642814636,0.38479581475257874,0.985696017742157,0.7248566746711731,0.6103089451789856,0.0819096565246582,0.9989305734634399,0.3517390787601471,0.5561336278915405,0.8945192098617554,0.9706949591636658
23,0.7666195809248555,0.46559616923332214,0.2164093255996704,-0.4868883788585663,0.9999208450317383,0.3040732741355896,0.22513917088508606,0.017222942784428596,0.9996733069419861,0.46005672216415405,0.3188154101371765,-0.618425726890564,0.9837064743041992,0.29827675223350525,0.3210679888725281,-0.16533026099205017,0.6015376448631287,0.35815733671188354,0.2461097538471222,-0.6235978603363037,0.9741846919059753,0.2654725909233093,0.24634060263633728,-0.6934636235237122,0.883038341999054,0.4886915981769562,0.405484139919281,-0.1452658623456955,0.9996780157089233,0.38566097617149353,0.40260815620422363,0.14544139802455902,0.9996015429496765,0.5821446776390076,0.5099544525146484,-0.03603958338499069,0.999226450920105,0.2834952771663666,0.47525086998939514,0.16450515389442444,0.98688143491745,0.7232028245925903,0.6087453365325928,0.19821828603744507,0.9989765286445618,0.35110437870025635,0.5560113787651062,0.6027540564537048,0.9732160568237305
24,0.7999508670520231,0.46272900700569153,0.2150649130344391,-0.4809010922908783,0.999919593334198,0.2967795729637146,0.2238735407590866,0.006057565566152334,0.999685525894165,0.4654947817325592,0.3181532025337219,-0.6199164390563965,0.9833409190177917,0.29681557416915894,0.3209545612335205,-0.19577237963676453,0.5941911339759827,0.36667951941490173,0.24506740272045135,-0.6985390782356262,0.974590003490448,0.2603302597999573,0.24386818706989288,-0.738517701625824,0.8813641667366028,0.4882281720638275,0.4052751064300537,-0.13078807294368744,0.9996472597122192,0.3838467597961426,0.40228500962257385,0.13087406754493713,0.999604344367981,0.5834969878196716,0.5098205804824829,-0.024590888991951942,0.9992358088493347,0.2807532548904419,0.4754548966884613,-0.01576303504407406,0.9880182147026062,0.7212024927139282,0.6079756021499634,0.22728419303894043,0.9989972114562988,0.3513434827327728,0.5559566020965576,0.4002147614955902,0.9755234718322754
25,0.8332821531791907,0.46594923734664917,0.21420137584209442,-0.44278204441070557,0.9999148845672607,0.29802629351615906,0.2246898114681244,0.016972851008176804,0.9996765851974487,0.4666774868965149,0.3177948594093323,-0.6263777613639832,0.9829480648040771,0.2963121235370636,0.3212309777736664,-0.19166779518127441,0.5881175398826599,0.372916042804718,0.24387510120868683,-0.7541312575340271,0.9756369590759277,0.26071861386299133,0.2422678917646408,-0.7363650798797607,0.8812383413314819,0.4891136884689331,0.4050889015197754,-0.12318252772092819,0.999606728553772,0.38261878490448,0.4021646976470947,0.12323863059282303,0.9995914101600647,0.5846213102340698,0.50983065366745,-0.030620215460658073,0.9992034435272217,0.27919259667396545,0.47861218452453613,-0.0011487493757158518,0.9889460802078247,0.7212846279144287,0.6080905795097351,0.22851547598838806,0.9989759922027588,0.34973442554473877,0.5558723211288452,0.4521791338920593,0.9773544073104858
26,0.8666134393063584,0.4710598886013031,0.21363206207752228,-0.4310757517814636,0.9999097585678101,0.29818516969680786,0.22569723427295685,0.009842615574598312,0.9996690154075623,0.4731139838695526,0.31752875447273254,-0.6419945359230042,0.982330322265625,0.29948750138282776,0.32140636444091797,-0.2183040827512741,0.592350423336029,0.37605276703834534,0.24334566295146942,-0.8154858350753784,0.9760429263114929,0.26885366439819336,0.2415718138217926,-0.7584511637687683,0.8844575881958008,0.4909408688545227,0.4049767553806305,-0.12321288138628006,0.9995964765548706,0.3826802968978882,0.40250468254089355,0.12321384251117706,0.9995860457420349,0.5856919288635254,0.5097111463546753,-0.04059604927897453,0.9991966485977173,0.2812042534351349,0.48021984100341797,0.0800803154706955,0.9898062944412231,0.7213698625564575,0.6082148551940918,0.21007688343524933,0.9989855289459229,0.35065919160842896,0.555793821811676,0.555130660533905,0.9790543913841248
27,0.899944725433526,0.4725329875946045,0.21329014003276825,-0.39917081594467163,0.9998999238014221,0.30247920751571655,0.22526223957538605,0.013159556314349174,0.9996722340583801,0.48021024465560913,0.31723740696907043,-0.6400635838508606,0.9817246794700623,0.3027123808860779,0.3215551972389221,-0.21449466049671173,0.5988958477973938,0.39056405425071716,0.24104590713977814,-0.8342748880386353,0.9761991500854492,0.2705381512641907,0.24120673537254333,-0.7621228694915771,0.8895300626754761,0.4928341209888458,0.40495043992996216,-0.12399903684854507,0.9995865225791931,0.3841310739517212,0.4035467505455017,0.1239737942814827,0.9995842576026917,0.5873233079910278,0.5097125768661499,-0.04130321741104126,0.9991838335990906,0.28294724225997925,0.4813810884952545,0.1050977036356926,0.9905548095703125,0.7222734093666077,0.608310341835022,0.2041284739971161,0.9989845752716064,0.3515750765800476,0.5560166239738464,0.5959191918373108,0.9805216789245605
28,0.9332760115606936,0.4827803373336792,0.2118542641401291,-0.35774973034858704,0.9998927712440491,0.3052789866924286,0.22483357787132263,0.006359442602843046,0.9996381998062134,0.4958178997039795,0.31441983580589294,-0.6148648262023926,0.9811810851097107,0.30958130955696106,0.32136470079421997,-0.2540069818496704,0.6085682511329651,0.4089948534965515,0.235502690076828,-0.8389096856117249,0.9762140512466431,0.29861313104629517,0.2379365712404251,-0.8025774359703064,0.8943753838539124,0.4932698607444763,0.40485048294067383,-0.12398461997509003,0.9995999932289124,0.3856434226036072,0.4036446213722229,0.12393919378519058,0.9995676875114441,0.5912847518920898,0.5097113847732544,-0.09277858585119247,0.9991995096206665,0.2842218279838562,0.4822169244289398,0.3072107434272766,0.9910345673561096,0.7265028953552246,0.6087849736213684,0.10542929917573929,0.9990090727806091,0.3521483838558197,0.5561907887458801,0.8653551936149597,0.9815106987953186
